tour_key_hash,organization,smt_category,transaction_date,acct_ops_flag,tour_key,tour_id,contr_num,lead_id,lead_id_formatted,country,state___country_code,state___country_description,account_number,operational_contract_number,accounting_contract_number,year___month_code,source_system,pender_date,ops_formatted_contract_project,ops_contract_number,ops_project_number,ops_contract_inventory_week_type,ops_contract_status_code,ops_contract_status_desc,ops_contract_substatus_code,ops_contract_substatus_desc,ops_cancel_date,ops_close_date,ops_suspense_date,ops_project_type,ops_points_purchased,ops_points_assessed,acct_formatted_contract_project,acct_contract_number,acct_project_number,acct_contract_inventory_week_type,acct_contract_status_code,acct_contract_status_desc,acct_contract_substatus_code,acct_contract_substatus_desc,acct_cancel_date,acct_close_date,acct_suspense_date,acct_project_type,acct_points_purchased,acct_points_assessed,ownership_status,ownership_status_details,booked,showed,qualified,gross_qualified,non_qualified,gross_transactions,gross_weeks,cancel_transactions,cancel_weeks,net_transactions,forclosure_weeks,net_weeks,net_weeks__inc_forclosures,gross_points_assessed_adjusted,cancel_points_assessed_adjusted,net_points_assessed_adjusted,gross_volume,gross_volume_local,cancel_volume,cancel_volume_local,gross_volume_adjusted,gross_volume_adjusted_local,gross_fdi,gross_fdi_local,cancel_fdi,cancel_fdi_local,net_fdi,net_fdi_local,net_volume,net_volume_local,owners,new_buyers,credit,debit,gross_booked_tour_key,gross_volume_pender,cancel_volume_pender,net_volume_pender,gross_transactions_excl_club_direct,cancel_transactions_excl_club_direct,net_transactions_excl_club_direct,qualified_tours_excl_club_direct,gross_volume_adjusted_excl_club_direct,net_volume_excl_club_direct,last_refresh_time,ops_sold_date,acct_sold_date,voice_reference_num,external_tour_id,enterprise_lead_id,budgeted_hgv_net_volume,fmt_enterprise_lead_id,lead_name,chorus_tour_id,voice_tour_id,sale_source_system,transaction_type_code,transaction_type_desc,honors_tier,honors_tier_as_of_today,hooked_flag,hooked_flag_desc,language_code,language_desc,lead_area,ops_project_desc,acct_project_desc,marital_status_code,marital_status_desc,nationality_code,nationality_desc,occupation_code,occupation_desc,pre_gifted_flag,pre_gifted_flag_desc,product_code,product_desc,purchase_type_code,purchase_type_desc,uni_contract_key,uni_tour_key,uni_package_key,tour_score,ops_project_type_summary,acct_project_type_summary,voice_lead_id,voice_lead_id_formatted,lead_title_1,lead_title_2,tour_date,lead_source_desc,secondary_owner_flag,acct_project_number_str,chorus_tour_id_str,enterprise_lead_id_str,external_tour_id_str,lead_id_str,op_project_number_str,transaction_date_str,transaction_date_ymd,voice_tour_id_str,r20_gross_transactions,r20_cancel_transactions,r20_net_transactions,r20_gross_volume,r20_cancel_volume,r20_net_volume,exclude_flag,lead_prequal_fico_tier,sell_vendor_cd,sell_vendor_name,resc_start_date,resc_end_date,grossfdisuppressed,grossfdisuppressedlocalcurrency,cancelfdisuppressed,cancelfdisuppressedlocalcurrency,fico_color,uni_project_key,project_ref,contr_num_ref,project_contr_num_ref,ops_uni_project_key,acct_uni_project_key
677,HGV,TOUR,2023-07-07,5,HGV_T14685741,16038772,0,1091056140,140-1091056,UNITED STATES,NC,NORTH CAROLINA,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,New Buyer,New Buyer,1,0,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,14685741,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,690623623,0E-12,69-1091056140,null,16038772,202307070024,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,140,null,null,S,SINGLE    ,AME  ,AMERICAN/ENGLISH    ,2,RETIRED             ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307070024OSW16038772,HGV01091056140,5.10,null,null,1091056140,140-1091056,Ms.       ,          ,2023-07-07,HGV,N,0,16038772,690623623,null,1091056140,0,2023-07-07,20230707,202307070024,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
110,HGV,TOUR,2023-07-14,5,HGV_T14757208,16117853,0,58733800,800-58733,UNITED STATES,CA,CALIFORNIA,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,New Buyer,New Buyer,1,1,1,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,14757208,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,1,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,683255290,0E-12,9-683255290,null,16117853,202307140904,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,800,null,null,S,SINGLE    ,     ,                    ,2,RETIRED             ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307140904LVB16117853,HGV058733800,null,null,null,58733800,800-58733,          ,          ,2023-07-14,HGV,N,0,16117853,683255290,null,58733800,0,2023-07-14,20230714,202307140904,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
331,HGV,TOUR,2023-07-06,5,HGV_T13603674,14835228,0,7572488115,115-7572488,UNITED STATES,TX,TEXAS,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,New Buyer,New Buyer,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,13603674,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,686629702,0E-12,69-7572488115,null,14835228,202307060002,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,115,null,null,M,MARRIED   ,AME  ,AMERICAN/ENGLISH    ,0,                    ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307060002WDC14835228,HGV84118007572488115,5.10,null,null,7572488115,115-7572488,Mr.       ,Mrs.      ,2023-07-06,HGV,N,0,14835228,686629702,null,7572488115,0,2023-07-06,20230706,202307060002,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
614,HGV,TOUR,2023-07-11,5,HGV_T14725509,16082766,0,2581387004,4-2581387,CYPRUS,,,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,New Buyer,New Buyer,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,14725509,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,686561688,0E-12,69-2581387004,null,16082766,202307110495,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,4,null,null, ,UNKNOWN   ,     ,                    ,0,                    ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307110495TUS16082766,HGV02581387004,null,null,null,2581387004,4-2581387,          ,          ,2023-07-11,HGV,N,0,16082766,686561688,null,2581387004,0,2023-07-11,20230711,202307110495,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
104,HGV,TOUR,2023-07-26,5,HGV_T14819743,16186553,0,5862452152,152-5862452,UNITED STATES,CA,CALIFORNIA,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,New Buyer,New Buyer,1,1,1,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,14819743,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,1,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,678894597,0E-12,69-5862452152,null,16186553,202307260368,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,152,null,null,M,MARRIED   ,AME  ,AMERICAN/ENGLISH    ,199,CURRENTLY EMPLOYED  ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307260368VIC16186553,HGV75501035862452152,null,null,null,5862452152,152-5862452,          ,          ,2023-07-26,HGV,N,0,16186553,678894597,null,5862452152,0,2023-07-26,20230726,202307260368,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
651,HGV,TOUR,2023-07-13,5,HGV_T14659446,16009504,0,7902830143,143-7902830,UNITED STATES,FL,FLORIDA,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,New Buyer,New Buyer,1,1,1,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,14659446,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,1,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,697841015,0E-12,69-7902830143,null,16009504,202307130344,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,143,null,null,M,MARRIED   ,AME  ,AMERICAN/ENGLISH    ,0,                    ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307130344TUS16009504,HGV81979607902830143,null,null,null,7902830143,143-7902830,          ,          ,2023-07-13,HGV,N,0,16009504,697841015,null,7902830143,0,2023-07-13,20230713,202307130344,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
68,HGV,TOUR,2023-07-13,5,HGV_T14303993,15616538,0,58515010,10-58515,UNITED STATES,CO,COLORADO,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,Owner,Upgrade,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,1,0,0.00,0.00,14303993,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,670008087,0E-12,69-58515010,null,15616538,202307130007,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,10,null,null,M,MARRIED   ,1    ,AMERICAN            ,3,SELF-EMPLOYED       ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307130007ARZ15616538,HGV797750558515010,null,null,null,58515010,10-58515,Ms.       ,          ,2023-07-13,HGV,N,0,15616538,670008087,null,58515010,0,2023-07-13,20230713,202307130007,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
291,HGV,TOUR,2023-07-11,5,HGV_T14726435,16083714,0,3362701137,137-3362701,UNITED STATES,TX,TEXAS,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,Owner,Upgrade,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,1,0,0.00,0.00,14726435,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,673344627,0E-12,69-3362701137,null,16083714,202307110487,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,137,null,null,M,MARRIED   ,AME  ,AMERICAN/ENGLISH    ,2,RETIRED             ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307110487LVB16083714,HGV03362701137,5.10,null,null,3362701137,137-3362701,Mr.       ,Mrs.      ,2023-07-11,HGV,N,0,16083714,673344627,null,3362701137,0,2023-07-11,20230711,202307110487,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
658,HGV,SALE,2023-07-29,5,HGV_T11853024,12925302,90896,468378070,70-468378,MEXICO,,,UNKNOWN,79-90896,79-90896,202307,1,1900-01-01,79-90896,90896,79,Full Week,5,Inactive Owner,CX,Cancel,2023-07-29,2021-04-02,2021-04-02,Managed,0,0,79-90896,90896,79,Full Week,5,Inactive Owner,CX,Cancel,2023-07-29,2021-04-02,2021-04-02,Managed,4000,4000,New Buyer,New Buyer,0,0,0,0,0,0,0.00,1,0.00,-1,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,11853024,0E-12,0E-12,0E-12,0E-12,1.000000000000,-1.000000000000,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,2021-04-02,2021-04-02,null,null,681589795,0E-12,69-468378070,null,12925302,202104020014,VOICE,C,Cancel Sales,null,null,true,Yes,,,70,Fiesta Americana - Members,Fiesta Americana - Members, ,UNKNOWN   ,     ,                    ,0,                    ,false,No,1,VACATION OWNERSHIP,1,Pender,HGV908960079,HGV202104020014SWF12925302,HGV0468378070,6.10,Managed,Managed,468378070,70-468378,Mr.       ,          ,2021-04-02,HGV,N,79,12925302,681589795,null,468378070,79,2023-07-29,20230729,202104020014,0,0E-12,-1.000000000000,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV79,79,90896,079-90896,HGV79,HGV79
380,HGV,TOUR,2023-07-24,5,HGV_T14806020,16171642,0,120179800,800-120179,UNITED STATES,CA,CALIFORNIA,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,Owner,Upgrade,1,1,1,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,1,0,0.00,0.00,14806020,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,1,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,174192949,0E-12,59-3151281,null,16171642,202307240585,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,800,null,null, ,UNKNOWN   ,     ,                    ,0,                    ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307240585LVB16171642,HGV0120179800,1.10,null,null,120179800,800-120179,          ,          ,2023-07-24,DRI,N,0,16171642,174192949,null,120179800,0,2023-07-24,20230724,202307240585,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
224,HGV,TOUR,2023-07-19,5,HGV_T14280601,15591417,0,5150839116,116-5150839,UNITED STATES,KY,KENTUCKY,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,Owner,Upgrade,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,1,0,0.00,0.00,14280601,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,664703587,0E-12,69-5150839116,null,15591417,202307190092,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,116,null,null,M,MARRIED   ,AME  ,AMERICAN/ENGLISH    ,0,                    ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307190092MYR15591417,HGV79768365150839116,5.10,null,null,5150839116,116-5150839,Mr.       ,Mrs.      ,2023-07-19,HGV,N,0,15591417,664703587,null,5150839116,0,2023-07-19,20230719,202307190092,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
161,HGV,TOUR,2023-07-20,5,HGV_T14788116,16151777,0,234679800,800-234679,TRINIDAD AND TOBAGO,,,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,Owner,Upgrade,1,1,1,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,1,0,0.00,0.00,14788116,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,1,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,5740270,0E-12,9-5740270,null,16151777,202307200661,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,800,null,null,M,MARRIED   ,     ,                    ,0,                    ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307200661TUS16151777,HGV0234679800,1.10,null,null,234679800,800-234679,          ,          ,2023-07-20,DRI,N,0,16151777,5740270,null,234679800,0,2023-07-20,20230720,202307200661,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
355,HGV,TOUR,2023-07-12,5,HGV_T14737358,16096259,0,174456001,1-174456,UNITED STATES,MO,MISSOURI,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,New Buyer,New Buyer,1,1,1,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,14737358,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,1,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,678290525,0E-12,69-174456001,null,16096259,202307120514,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,1,null,null, ,UNKNOWN   ,     ,                    ,0,                    ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307120514TUS16096259,HGV0174456001,null,null,null,174456001,1-174456,Miss      ,          ,2023-07-12,HGV,N,0,16096259,678290525,null,174456001,0,2023-07-12,20230712,202307120514,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
442,HGV,TOUR,2023-07-08,5,HGV_T14731616,16089467,0,5787255010,10-5787255,CANADA,ON,ONTARIO,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,New Buyer,New Buyer,1,1,1,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,14731616,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,1,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,688223304,0E-12,69-5787255010,null,16089467,202307080808,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,10,null,null,S,SINGLE    ,     ,                    ,199,CURRENTLY EMPLOYED  ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307080808VIC16089467,HGV87756145787255010,null,null,null,5787255010,10-5787255,          ,          ,2023-07-08,HGV,N,0,16089467,688223304,null,5787255010,0,2023-07-08,20230708,202307080808,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
637,HGV,TOUR,2023-07-24,5,HGV_T14807575,16173420,0,4313123137,137-4313123,UNITED STATES,NJ,NEW JERSEY,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,New Buyer,New Buyer,1,1,1,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,14807575,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,1,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,673454037,0E-12,69-4313123137,null,16173420,202307240308,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,137,null,null,C,*BAD      ,AME  ,AMERICAN/ENGLISH    ,0,                    ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307240308VIC16173420,HGV78765744313123137,null,null,null,4313123137,137-4313123,          ,          ,2023-07-24,HGV,N,0,16173420,673454037,null,4313123137,0,2023-07-24,20230724,202307240308,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
298,HGV,SALE,2023-07-09,5,HGV_T14349315,15667043,530224,4720056131,131-4720056,UNITED STATES,MI,MICHIGAN,UNKNOWN,94-530224,94-530224,202307,1,2023-07-09,94-530224,530224,94,Full Week,5,Inactive Owner,UO,Upgrade Out,2025-06-07,2023-07-21,2023-07-09,Managed,11200,11200,94-530224,530224,94,Full Week,5,Inactive Owner,UO,Upgrade Out,2025-06-07,2023-07-21,2023-07-09,Managed,11200,11200,Owner,Reload,0,0,0,0,0,1,0.00,0,0.00,1,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,1,0,0.00,0.00,14349315,0E-12,0E-12,0E-12,1.000000000000,0E-12,1.000000000000,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,2023-07-09,2023-07-09,null,null,667478853,0E-12,69-4720056131,null,15667043,202307090029,VOICE,G,Gross Sales,null,null,true,Yes,ENG,ENGLISH,131,Ocean 22,Ocean 22,M,MARRIED   ,AME  ,AMERICAN/ENGLISH    ,0,                    ,false,No,1,VACATION OWNERSHIP,1,Pender,HGV5302240094,HGV202307090029CHI15667043,HGV87647684720056131,5.10,Managed,Managed,4720056131,131-4720056,Mr.       ,Mrs.      ,2023-07-09,HGV,N,94,15667043,667478853,null,4720056131,94,2023-07-09,20230709,202307090029,1,0E-12,1.000000000000,0E-12,0E-12,0E-12,N,null,null,null,2023-01-10,2023-01-10,0E-12,0E-12,0E-12,0E-12,Pink,HGV94,94,530224,094-530224,HGV94,HGV94
