tour_key_hash,organization,tour_key,tour_id,contr_num,tour_booked_date,tour_date,tour_status_code,tour_status_desc,tour_type_code,tour_type_desc,tour_wave_code,tour_wave_desc,wave_time,formatted_wave_time,tour_arrival_time,tour_length,manifest_code,manifest_description,office_active___inactive_flag,office_code,office_description,office_division,office_region,office_sales_type,office_site,office_subregion,office_subsite,marketing_box_code,marketing_box_desc,marketing_company_code,marketing_company_desc,channel,marketing_source_department_code_debit,dept_desc,dept_type,tour_channel,marketing_program_code,marketing_program_desc,last_refresh_time,activator_code,activator_desc,tour_disqualification_code,tour_disqualification_desc,tour_purchase_date,tour_activation_date,source_code,source_desc,external_tour_id,office_code_consolidated,office_brand,tour_confirmation_code,tour_confirmation_desc,mobile_office_code,mobile_office_desc,call_center_code,call_center_desc,activation_promotion_code,activation_promotion_desc,customer_care_promotion_code,customer_care_promotion_desc,marketing_package_type_code,marketing_package_type_desc,promotion_code,promotion_desc,summary_code,summary_desc,package_sale_id,tour_length_str,market_link,offer_type,market_mix,item_status,offer_cd,offer_desc,sales_line
531,DRI,DRI_T7438623,7438623,-1,2004-02-19,2004-02-19,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T11:30:00.000Z,17194,Sunset Harbour Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 11:30:00,null,null,null,null,null,null,null
1,DRI,DRI_T8031623,8031623,-1,2002-04-04,2002-04-04,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T11:00:00.000Z,17196,Royal Sunset Beach Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 11:00:00,null,null,null,null,null,null,null
443,DRI,DRI_T8190012,8190012,-1,2001-06-18,2001-06-18,2,Show,40,Paid Multi Media,1,Club del Carmen Cold Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,10:30 AM,1970-01-01T03:00:00.000Z,null,null,true,68,C-Club del Carmen - Inactive,Domestic,Other,Developer,Other,Other,UNDEFINED,null,null,16707,Onsite Marketing,null,null,null,null,null,9,OPC Leads,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,191,Thomas Cook Resort Reps,null,DRI68,DRI,null,null,null,null,null,null,null,null,null,null,null,null,192,T.C. Excursions (Thomas Cook),CLD,Cold,null,1970-01-01 03:00:00,null,null,null,null,null,null,null
381,DRI,DRI_T857382,857382,-1,2000-03-23,1997-06-10,4,Show - No tour,LIN,Regular Line,110,11:00 am,1970-01-01T11:00:00.000Z,11:00 AM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,GBR,GB OPC/Brand/Vendor/Westgate,Domestic,North America/Europe,Developer,Orlando,East,Grand Beach,null,null,10064,RMI,Owner Marketing,16511,Owner Revisit,Direct Marketing NMC,null,OP,OWNER REVISIT,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,RIO,GBR-RIO,null,DRIGBR,DRI,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
25,DRI,DRI_T7394495,7394495,-1,2003-07-18,2003-07-18,3,No Show,1,Paid Line Tour,4,Flanesford Wave 4,1970-01-01T19:00:00.000Z,07:00 PM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,61,C-Flanesford Priory Country Estate,Domestic,Other,Developer,Other,Other,UNDEFINED,null,null,16699,Quay - Lancaster,null,null,null,null,null,14,Bought Lists (Re Qualified),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,7995,L02/NS/C03 Clar Couples for C3/0800,null,DRI61,DRI,null,null,null,null,null,null,null,null,null,null,null,null,618,Rippon 2 Flt Feria (Free Car and UK Break),OMK,Other Marketing,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
93,DRI,DRI_T7459348,7459348,-1,2003-08-31,2003-08-31,3,No Show,1,Paid Line Tour,2,Wychnor Park Cold Line Wave 2,1970-01-01T12:30:00.000Z,12:30 PM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,3,C-Wychnor Park Country Club,Domestic,North America/Europe,Developer,Europe,East,Wychnor Park,null,null,16704,Imex Centre (UK),null,null,null,null,null,87,Street Surveys (Re Qualified),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,7996,SS0/NS/C08 Street Survey   0800,null,DRI3,DRI,null,null,null,null,null,null,null,null,null,null,null,null,618,Rippon 2 Flt Feria (Free Car and UK Break),OMK,Other Marketing,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
78,DRI,DRI_T76331280,76331280,-1,2017-04-11,2017-04-12,2,Show,LIN,Regular Line,PCD,09:00 AM - EOL,1970-01-01T09:00:00.000Z,09:00 AM,08:56 AM,1970-01-01T02:37:00.000Z,29174,Sandestin,true,SDI,Sandestin Inhouse Line,Domestic,North America/Europe,Developer,Sandestin,East,Sandestin,E2REX,EOL 2.0 Captain Rex's Sunset Sailing,11879,RPM,InHouse,16251,InHouse,OnSite Marketing,Club,CLB,CLUB,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2017-04-11,1900-01-01,CLBIW,Intrawest Club Member,null,DRISDI,DRI,null,null,null,null,NON,None,null,null,null,null,null,null,NON,None,null,null,null,1970-01-01 02:37:00,null,null,null,null,null,null,null
283,DRI,DRI_T7617088,7617088,-1,2001-10-26,2001-10-26,2,Show,43,Inhouse Non Multi Media,1,Premier English - 2.30pm,1970-01-01T14:30:00.000Z,02:30 PM,09:31 AM,1970-01-01T01:29:00.000Z,null,null,true,55,W-Pine Lake Resort,International,North America/Europe,Developer,Europe,East,Pine Lake,null,null,16707,Onsite Marketing,InHouse,16251,InHouse,OnSite Marketing,null,59,LSI Float Owner,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,101,LSI Reservations ,null,DRI55,DRI,null,null,null,null,null,null,null,null,null,null,null,null,800,Owner Reservations ,FAF,FIXED FLOAT,null,1970-01-01 01:29:00,null,null,null,null,null,null,null
303,DRI,DRI_T7655112,7655112,-1,2006-01-27,2006-01-27,5,Cancel,42,Inhouse Multi Media,1,Sahara Costa Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,160,W-Sahara Costa,International,North America/Europe,Developer,Europe,East,Sahara,null,null,17179,GVC Travel Citrus House,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI160,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8003,GVC Pointsaver Reservation,ECB,Club,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
300,DRI,DRI_T7744447,7744447,-1,2004-10-09,2004-10-09,2,Show,40,Paid Multi Media,2,Broome Park Cold Line Wave 2,1970-01-01T14:00:00.000Z,02:00 PM,02:30 PM,1970-01-01T03:30:00.000Z,null,null,true,173,C-Broome Park Golf and Country Club,Domestic,Other,Developer,Other,Other,UNDEFINED,null,null,16790,Cruise Travel Ltd,null,null,null,null,null,75,Outside Generator Cold lead,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,99,Misc ,null,DRI173,DRI,null,null,null,null,null,null,null,null,null,null,null,null,615,Feria (2 Flights and Free Car Hire),CLD,Cold,null,1970-01-01 03:30:00,null,null,null,null,null,null,null
689,DRI,DRI_T7986328,7986328,-1,2004-11-20,2004-11-20,2,Show,40,Paid Multi Media,2,Broome Park Cold Line Wave 2,1970-01-01T14:00:00.000Z,02:00 PM,02:30 PM,1970-01-01T02:20:00.000Z,null,null,true,173,C-Broome Park Golf and Country Club,Domestic,Other,Developer,Other,Other,UNDEFINED,null,null,16790,Cruise Travel Ltd,null,null,null,null,null,75,Outside Generator Cold lead,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,99,Misc ,null,DRI173,DRI,null,null,null,null,null,null,null,null,null,null,null,null,615,Feria (2 Flights and Free Car Hire),CLD,Cold,null,1970-01-01 02:20:00,null,null,null,null,null,null,null
209,DRI,DRI_T8011797,8011797,-1,1993-01-17,1993-01-17,3,No Show,1,Paid Line Tour,3,Woodford Bridge Cold Line Wave 3,1970-01-01T18:00:00.000Z,06:00 PM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,4,C-Woodford Bridge Country Club,Domestic,Other,Developer,Other,Other,UNDEFINED,null,null,16736,WBCC Telesales,null,null,null,null,null,4,LSI Owner,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,654,LSI Owner,null,DRI4,DRI,null,null,null,null,null,null,null,null,null,null,null,null,74,Atomic Saloon Show,null,null,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
131,DRI,DRI_T7955305,7955305,-1,2000-06-02,2000-06-02,3,No Show,1,Paid Line Tour,2,Broome Park Cold Line Wave 2,1970-01-01T14:00:00.000Z,02:00 PM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,173,C-Broome Park Golf and Country Club,Domestic,Other,Developer,Other,Other,UNDEFINED,8146,Horsham,16704,Imex Centre (UK),null,null,null,null,null,87,Street Surveys (Re Qualified),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,8002,SS0/NS/C07 Street Survey   C&B ,null,DRI173,DRI,null,null,null,null,null,null,null,null,null,null,null,null,533,OAH PRE $100 MAHALO CERT CLA,null,null,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
293,DRI,DRI_T7739629,7739629,-1,2006-05-13,2006-05-13,4,Show - No tour,44,Autotour (Non Mkting),1,Woodford Bridge Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,09:30 AM,1970-01-01T00:00:00.000Z,null,null,true,54,W-Woodford Bridge Country Club,International,North America/Europe,Developer,Europe,East,Woodford Bridge,null,null,16707,Onsite Marketing,null,null,null,null,null,79,Members Guest,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI54,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
560,DRI,DRI_T7706587,7706587,-1,2004-11-04,2004-11-04,4,Show - No tour,44,Autotour (Non Mkting),1,Moulin Inhouse Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,10:30 AM,1970-01-01T00:00:00.000Z,null,null,true,172,W-Moulin De Connelles,Domestic,Other,Developer,Other,Other,UNDEFINED,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI172,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
580,DRI,DRI_T8160589,8160589,-1,1999-03-26,1999-03-26,5,Cancel,1,Paid Line Tour,1,Costa Non U.K. Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,161,W-Costa Non UK - Inactive,International,North America/Europe,Developer,Europe,East,Sahara,null,null,16707,Onsite Marketing,null,null,null,null,null,21,Global Fixed Owner,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,661,Global Fixed Owner ,null,DRI161,DRI,null,null,null,null,null,null,null,null,null,null,null,null,999,No Gift,OMK,Other Marketing,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
191,DRI,DRI_T82170409,82170409,-1,2016-06-21,2017-02-02,7,Reschedule Out,EPP,Exit Program Purchased,EBS,12:30 PM - Non Owner Sampler,1970-01-01T12:30:00.000Z,12:30 PM,null,null,20686,GRAND VILLAS RESORT,true,CPR,Cypress Pointe Front Line,Domestic,North America/Europe,Developer,Orlando,East,Cypress,TSAMP,THE SAMPLER FULFILLED,16370,DRI National Marketing Center,Sampler,16518,Sampler Preview - New Buyers,Direct Marketing NMC,null,TSA,THE Sampler Preview,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2016-06-20,1900-01-01,TSA,THE Sampler fulfillment,null,DRICPR,DRI,null,null,null,null,DRI,National Marketing Center,null,null,null,null,null,null,NON,None,null,null,null,null,null,null,null,null,null,null,null
601,DRI,DRI_T84112433,84112433,-1,2016-11-02,2017-04-06,5,Cancel,EPP,Exit Program Purchased,EBN,12:30 PM - NMC Minivac-Non Owner,1970-01-01T12:30:00.000Z,12:30 PM,null,null,28865,BeachWoods,true,BCW,Beachwoods Action Line,Domestic,North America/Europe,Developer,North Carolina,West / Midwest / Atl,Beachwoods,TSAMP,THE SAMPLER FULFILLED,16370,DRI National Marketing Center,Sampler,16518,Sampler Preview - New Buyers,Direct Marketing NMC,null,TSA,THE Sampler Preview,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2016-11-02,1900-01-01,TSA,THE Sampler fulfillment,null,DRIBCW,DRI,null,null,null,null,DRI,National Marketing Center,null,null,null,null,null,null,NON,None,null,null,null,null,null,null,null,null,null,null,null
547,DRI,DRI_T8075781,8075781,-1,2004-07-18,2004-07-18,3,No Show,1,Paid Line Tour,1,Cromer Country CLub CLine Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,225,Cromer Country Club,International,North America/Europe,Developer,Europe,East,Cromer,null,null,16775,Mainstream Promotions,null,null,null,null,null,14,Bought Lists (Re Qualified),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,777,Phone Book,null,DRI225,DRI,null,null,null,null,null,null,null,null,null,null,null,null,626,Feria 618 and Sainsbury #50 Voucher,CLD,Cold,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
401,DRI,DRI_T8139296,8139296,-1,2004-12-23,2004-12-23,5,Cancel,43,Inhouse Non Multi Media,1,Wychnor Park Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,56,W-Wychnor Park Country Club,International,North America/Europe,Developer,Europe,East,Wychnor Park,null,null,16709,Owner Marketing Lancaster,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,215,Low Point Owner Listing,null,DRI56,DRI,null,null,null,null,null,null,null,null,null,null,null,null,267,Paid Mini Vac and Xmas Hamper,MIN,Minivac,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
218,DRI,DRI_T8172548,8172548,-1,2004-10-03,2004-10-03,3,No Show,1,Paid Line Tour,2,Cromer Country Club CLine Wave 2,1970-01-01T14:30:00.000Z,02:30 PM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,225,Cromer Country Club,International,North America/Europe,Developer,Europe,East,Cromer,null,null,16775,Mainstream Promotions,null,null,null,null,null,14,Bought Lists (Re Qualified),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,777,Phone Book,null,DRI225,DRI,null,null,null,null,null,null,null,null,null,null,null,null,626,Feria 618 and Sainsbury #50 Voucher,CLD,Cold,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
262,DRI,DRI_T8181050,8181050,-1,2003-07-31,2003-07-31,3,No Show,1,Paid Line Tour,2,Pine Lake Cold Line Wave 2,1970-01-01T12:30:00.000Z,12:30 PM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,5,C-Pine Lake Resort,International,North America/Europe,Developer,Europe,East,Pine Lake,null,null,16699,Quay - Lancaster,null,null,null,null,null,14,Bought Lists (Re Qualified),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,7995,L02/NS/C03 Clar Couples for C3/0800,null,DRI5,DRI,null,null,null,null,null,null,null,null,null,null,null,null,618,Rippon 2 Flt Feria (Free Car and UK Break),OMK,Other Marketing,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
504,DRI,DRI_T798602,798602,-1,2000-03-10,2000-03-11,2,Show,INH,In-house,100,10:00 am,1970-01-01T10:00:00.000Z,10:00 AM,10:00 AM,1970-01-01T00:08:00.000Z,null,null,true,CPI,Cypress Pointe Inhouse,Domestic,North America/Europe,Developer,Orlando,East,Cypress,null,null,10067,Palm Bay Telemarketing,null,null,null,null,null,UTM,Telemarketing OLD DO NOT USE,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,U75,Owner Referral,null,DRICPI,DRI,null,null,null,null,null,null,null,null,null,null,null,null,111,LETTUCE CARD $250,null,null,null,1970-01-01 00:08:00,null,null,null,null,null,null,null
766,DRI,DRI_T76334072,76334072,-1,2017-04-12,2017-04-13,5,Cancel,LIN,Regular Line,EBI,12:30 PM - Silver,1970-01-01T12:30:00.000Z,12:30 PM,null,null,20684,LIKI TIKI VILLAGE PHASE Ii,true,IOR,Island One Resorts Line,Domestic,North America/Europe,Developer,Orlando,East,Mystic Dunes,ROTH,RENTAL-OTHER,11879,RPM,InHouse,16263,InHouse - NonOwner,OnSite Marketing,OTA ,REN,HOTEL GUEST,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2017-04-10,1900-01-01,ZPCLN,Priceline.com,null,DRIIOR,DRI,null,null,null,null,NON,None,null,null,null,null,null,null,NON,None,null,null,null,null,null,null,null,null,null,null,null
603,DRI,DRI_T7647715,7647715,-1,2005-06-05,2005-06-05,3,No Show,1,Paid Line Tour,2,Thurnham Hall Cold Line Wave 2,1970-01-01T14:30:00.000Z,02:30 PM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,223,C-Thurnham Hall,Domestic,Other,Developer,Other,Other,UNDEFINED,1323,Manchester Airport,16699,Quay - Lancaster,null,null,null,null,null,31,Events and Exhibitions,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,763,Airport Stand,null,DRI223,DRI,null,null,null,null,null,null,null,null,null,null,null,null,640,Feria 615 or B.O.B. Voucher,CLD,Cold,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
94,DRI,DRI_T8221973,8221973,-1,2001-06-20,2001-06-20,3,No Show,1,Paid Line Tour,1,Romford Offsite Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,65,C-Romford Offsite,Domestic,Other,Developer,Other,Other,UNDEFINED,null,null,16679,Pitsea Marketing,null,null,null,null,null,31,Events and Exhibitions,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,219,Pitsea Exhibition Team,null,DRI65,DRI,null,null,null,null,null,null,null,null,null,null,null,null,570,Sunseeker Double (2 Certs) ,CLD,Cold,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
26,DRI,DRI_T7438327,7438327,-1,2003-07-23,2003-07-23,3,No Show,1,Paid Line Tour,1,Wychnor Park Cold Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,3,C-Wychnor Park Country Club,Domestic,North America/Europe,Developer,Europe,East,Wychnor Park,null,null,16704,Imex Centre (UK),null,null,null,null,null,14,Bought Lists (Re Qualified),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,8000,L02/NS/C01 Claritas Couples,null,DRI3,DRI,null,null,null,null,null,null,null,null,null,null,null,null,618,Rippon 2 Flt Feria (Free Car and UK Break),OMK,Other Marketing,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
590,DRI,DRI_T7940187,7940187,-1,2003-11-05,2003-11-05,3,No Show,1,Paid Line Tour,3,Flanesford Wave 3,1970-01-01T13:00:00.000Z,01:00 PM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,61,C-Flanesford Priory Country Estate,Domestic,Other,Developer,Other,Other,UNDEFINED,null,null,16699,Quay - Lancaster,null,null,null,null,null,87,Street Surveys (Re Qualified),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,8002,SS0/NS/C07 Street Survey   C&B ,null,DRI61,DRI,null,null,null,null,null,null,null,null,null,null,null,null,618,Rippon 2 Flt Feria (Free Car and UK Break),OMK,Other Marketing,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
353,DRI,DRI_T826324,826324,-1,2000-03-23,1996-05-16,2,Show,LIN,Regular Line,090,9:00 am,1970-01-01T09:00:00.000Z,09:00 AM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,GB2,Grand Beach In-House,Domestic,North America/Europe,Developer,Orlando,East,Grand Beach,null,null,10064,RMI,InHouse,16251,InHouse,OnSite Marketing,null,IH,IN HOUSE,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,U427,Encore,null,DRIGB2,DRI,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
199,DRI,DRI_T800817,800817,-1,2000-03-12,2000-03-12,1,Book,LIN,Regular Line,160,4:00pm,1970-01-01T16:00:00.000Z,04:00 PM,null,null,null,null,true,RIL,The Ridge Line,Domestic,North America/Europe,Developer,Sedona,West / Midwest / Atl,Ridge,null,null,10257,RMI-Carlsbad,OPC,16220,OPC - DRI,OnSite Marketing,null,OPC,OPC,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,U1062,SED-Big Easy,null,DRIRIL,DRI,null,null,null,null,null,null,null,null,null,null,null,null,1059,SED-Hotel,null,null,null,null,null,null,null,null,null,null,null
573,DRI,DRI_T7862532,7862532,-1,2005-03-19,2005-03-19,3,No Show,44,Autotour (Non Mkting),1,Woodford Bridge Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,09:15 AM,1970-01-01T00:00:00.000Z,null,null,true,54,W-Woodford Bridge Country Club,International,North America/Europe,Developer,Europe,East,Woodford Bridge,null,null,16707,Onsite Marketing,null,null,null,null,null,63,Voyager,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI54,DRI,null,null,null,null,null,null,null,null,null,null,null,null,209,Voyager 2 Reservation,TNA,Trial Natural,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
278,DRI,DRI_T8244636,8244636,-1,2009-07-05,2009-07-09,3,No Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,null,null,17193,Sunset View Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,Rental Guest ,6,Rental Guest ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,767,Interval International,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,386,DRI Rental Program,ERN,Rentals,null,null,null,null,null,null,null,null,null
470,DRI,DRI_T8379835,8379835,-1,2009-05-16,2009-05-22,1,Book,42,Inhouse Multi Media,1,Garden Lago (Agency) Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,null,null,17613,Garden Lago,true,289,F-Garden Lago (Agency C.Deach),International,North America/Europe,Developer,Europe,East,Majorca,null,null,16707,Onsite Marketing,null,null,null,null,Rental Guest ,6,Rental Guest ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,767,Interval International,null,DRI289,DRI,null,null,null,null,null,null,null,null,null,null,null,null,386,DRI Rental Program,ERN,Rentals,null,null,null,null,null,null,null,null,null
510,DRI,DRI_T8020229,8020229,-1,2004-07-01,2004-07-01,5,Cancel,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17396,Santa Barbara Golf Ocean Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,36,Guest Cert (Exchange),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,5,RCI / II ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,801,Exchange/Inbound RCI Week Resv,ECH,Exchange ,null,null,null,null,null,null,null,null,null
