tour_key_hash,organization,tour_key,tour_id,contr_num,tour_booked_date,tour_date,tour_status_code,tour_status_desc,tour_type_code,tour_type_desc,tour_wave_code,tour_wave_desc,wave_time,formatted_wave_time,tour_arrival_time,tour_length,manifest_code,manifest_description,office_active___inactive_flag,office_code,office_description,office_division,office_region,office_sales_type,office_site,office_subregion,office_subsite,marketing_box_code,marketing_box_desc,marketing_company_code,marketing_company_desc,channel,marketing_source_department_code_debit,dept_desc,dept_type,tour_channel,marketing_program_code,marketing_program_desc,last_refresh_time,activator_code,activator_desc,tour_disqualification_code,tour_disqualification_desc,tour_purchase_date,tour_activation_date,source_code,source_desc,external_tour_id,office_code_consolidated,office_brand,tour_confirmation_code,tour_confirmation_desc,mobile_office_code,mobile_office_desc,call_center_code,call_center_desc,activation_promotion_code,activation_promotion_desc,customer_care_promotion_code,customer_care_promotion_desc,marketing_package_type_code,marketing_package_type_desc,promotion_code,promotion_desc,summary_code,summary_desc,package_sale_id,tour_length_str,market_link,offer_type,market_mix,item_status,offer_cd,offer_desc,sales_line
223,DRI,DRI_T7428798,7428798,-1,2001-10-26,2001-10-26,2,Show,1,Paid Line Tour,1,Goldstart Promotions (Deck 2),1970-01-01T10:00:00.000Z,10:00 AM,11:08 AM,1970-01-01T00:02:00.000Z,null,null,true,127,F-Goldstar Promotions (Deck 2) ,Domestic,Other,Developer,Other,Other,UNDEFINED,null,null,17169,U.K. Franchise Generated (LS Proms),null,null,null,null,null,99,Misc ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,9127,Goldstar Promotions (Deck 2) Sales Office,null,DRI127,DRI,null,null,null,null,null,null,null,null,null,null,null,null,999,No Gift,OMK,Other Marketing,null,1970-01-01 00:02:00,null,null,null,null,null,null,null
2,DRI,DRI_T8083186,8083186,-1,2005-09-15,2005-09-15,5,Cancel,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17196,Royal Sunset Beach Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
770,DRI,DRI_T7763774,7763774,-1,2005-09-15,2005-09-15,5,Cancel,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
104,DRI,DRI_T7822128,7822128,-1,2005-10-27,2005-10-27,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T04:00:00.000Z,17196,Royal Sunset Beach Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 04:00:00,null,null,null,null,null,null,null
487,DRI,DRI_T7753025,7753025,-1,2004-10-21,2004-10-21,5,Cancel,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17396,Santa Barbara Golf Ocean Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
511,DRI,DRI_T7732070,7732070,-1,2005-11-10,2005-11-10,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T11:00:00.000Z,17396,Santa Barbara Golf Ocean Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 11:00:00,null,null,null,null,null,null,null
474,DRI,DRI_T7617782,7617782,-1,2005-05-12,2005-05-12,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T06:00:00.000Z,17193,Sunset View Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 06:00:00,null,null,null,null,null,null,null
63,DRI,DRI_T8009500,8009500,-1,2004-05-31,2004-05-31,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T11:30:00.000Z,17396,Santa Barbara Golf Ocean Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 11:30:00,null,null,null,null,null,null,null
206,DRI,DRI_T7768145,7768145,-1,2002-12-31,2002-12-31,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T11:30:00.000Z,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 11:30:00,null,null,null,null,null,null,null
93,DRI,DRI_T7438124,7438124,-1,2004-02-12,2004-02-12,5,Cancel,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17194,Sunset Harbour Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
750,DRI,DRI_T7940873,7940873,-1,2007-10-18,2007-10-18,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T04:00:00.000Z,17396,Santa Barbara Golf Ocean Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 04:00:00,null,null,null,null,null,null,null
55,DRI,DRI_T8379409,8379409,-1,2007-05-10,2007-05-10,5,Cancel,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T00:00:00.000Z,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
470,DRI,DRI_T7991573,7991573,-1,2006-06-29,2006-06-29,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T04:00:00.000Z,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 04:00:00,null,null,null,null,null,null,null
452,DRI,DRI_T8156467,8156467,-1,2007-11-08,2007-11-08,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T11:00:00.000Z,17396,Santa Barbara Golf Ocean Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 11:00:00,null,null,null,null,null,null,null
715,DRI,DRI_T8284898,8284898,-1,2007-03-08,2007-03-08,5,Cancel,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17396,Santa Barbara Golf Ocean Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
319,DRI,DRI_T7725120,7725120,-1,2002-05-12,2002-05-12,3,No Show,1,Paid Line Tour,2,Pine Lake Cold Line Wave 2,1970-01-01T12:30:00.000Z,12:30 PM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,5,C-Pine Lake Resort,International,North America/Europe,Developer,Europe,East,Pine Lake,null,null,16699,Quay - Lancaster,null,null,null,null,null,14,Bought Lists (Re Qualified),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,7734,L02/NS/C20 Claritas C20,null,DRI5,DRI,null,null,null,null,null,null,null,null,null,null,null,null,613,Feria Cert (4 Flights) ,CLD,Cold,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
34,DRI,DRI_T7422236,7422236,-1,2003-07-03,2003-07-03,5,Cancel,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
7,DRI,DRI_T7988201,7988201,-1,2007-12-27,2007-12-27,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,07:00 PM,1970-01-01T04:00:00.000Z,17396,Santa Barbara Golf Ocean Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 04:00:00,null,null,null,null,null,null,null
334,DRI,DRI_T7777224,7777224,-1,2007-09-09,2007-09-09,5,Cancel,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17396,Santa Barbara Golf Ocean Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
731,DRI,DRI_T7319421,7319421,-1,2003-12-04,2003-12-04,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T11:30:00.000Z,17396,Santa Barbara Golf Ocean Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 11:30:00,null,null,null,null,null,null,null
44,DRI,DRI_T8273493,8273493,-1,2006-09-14,2006-09-14,5,Cancel,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,07:00 PM,null,17194,Sunset Harbour Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
705,DRI,DRI_T8146552,8146552,-1,2006-09-14,2006-09-14,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,07:00 PM,1970-01-01T04:00:00.000Z,17197,Royal Tenerife Country Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 04:00:00,null,null,null,null,null,null,null
69,DRI,DRI_T8022989,8022989,-1,2004-03-11,2004-03-11,3,No Show,1,Paid Line Tour,2,Oxford Wave 2,1970-01-01T14:30:00.000Z,02:30 PM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,227,C-Oxford Offsite Sales,Domestic,Other,Developer,Other,Other,UNDEFINED,null,null,16699,Quay - Lancaster,null,null,null,null,null,14,Bought Lists (Re Qualified),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,7551,L51/NS/C01 Euro Cameo Code 5,null,DRI227,DRI,null,null,null,null,null,null,null,null,null,null,null,null,618,Rippon 2 Flt Feria (Free Car and UK Break),OMK,Other Marketing,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
171,DRI,DRI_T7952375,7952375,-1,2001-05-13,2001-05-13,2,Show,40,Paid Multi Media,1,Club del Carmen Cold Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,10:30 AM,1970-01-01T03:00:00.000Z,null,null,true,68,C-Club del Carmen - Inactive,Domestic,Other,Developer,Other,Other,UNDEFINED,null,null,16707,Onsite Marketing,null,null,null,null,null,9,OPC Leads,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,191,Thomas Cook Resort Reps,null,DRI68,DRI,null,null,null,null,null,null,null,null,null,null,null,null,192,T.C. Excursions (Thomas Cook),CLD,Cold,null,1970-01-01 03:00:00,null,null,null,null,null,null,null
667,DRI,DRI_T83915317,83915317,-1,2016-10-08,2016-10-12,2,Show,LIN,Regular Line,CBI,10:30 AM - InHouse,1970-01-01T10:30:00.000Z,10:30 AM,10:45 AM,1970-01-01T01:42:00.000Z,13201,Cedars Resort,true,D17,Cedar Breaks Inhouse,Domestic,North America/Europe,Developer,Park City,West / Midwest / Atl,Cedar Breaks,PAPLV,PreArrival Las Vegas Pilot,11879,RPM,InHouse,16251,InHouse,OnSite Marketing,Club,CLB,CLUB,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2016-10-08,1900-01-01,ZCMR,CLUB MEMBER RESERVATION,null,DRID17,DRI,null,null,null,null,NON,None,null,null,null,null,null,null,NON,None,null,null,null,1970-01-01 01:42:00,null,null,null,null,null,null,null
308,DRI,DRI_T8580347,8580347,-1,2011-12-07,2012-04-02,2,Show,EPP,Exit Program Purchased,HAS,03:00 PM - Sampler/Escapes,1970-01-01T15:00:00.000Z,03:00 PM,03:08 PM,1970-01-01T01:13:00.000Z,11968,SCOTTSDALE VILLA MIRAGE,true,SVI,SVM - Inhouse Line,Domestic,North America/Europe,Developer,Scottsdale,West / Midwest / Atl,Scottsdale,TSAMP,THE SAMPLER FULFILLED,16370,DRI National Marketing Center,Sampler,16518,Sampler Preview - New Buyers,Direct Marketing NMC,Club,TSA,THE Sampler Preview,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2011-12-07,1900-01-01,TSSVM,THE Sampler SVM,null,DRISVI,DRI,null,null,null,null,DRI,National Marketing Center,null,null,null,null,null,null,TSA75,"THE SAMPLER 7,500 POINTS",null,null,null,1970-01-01 01:13:00,null,null,null,null,null,null,null
389,DRI,DRI_T7514642,7514642,-1,2006-04-19,2006-04-19,4,Show - No tour,44,Autotour (Non Mkting),1,AlpenClub Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,10:30 AM,1970-01-01T00:00:00.000Z,null,null,true,221,W-AlpenClub,Domestic,Other,Developer,Other,Other,UNDEFINED,null,null,16707,Onsite Marketing,null,null,null,null,null,36,Guest Cert (Exchange),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,5,RCI / II ,null,DRI221,DRI,null,null,null,null,null,null,null,null,null,null,null,null,802,Exchange/Inbound II Weeks,ECH,Exchange ,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
263,DRI,DRI_T784051,784051,-1,2000-02-24,2000-02-27,3,No Show,LIN,Regular Line,020,2:00pm,1970-01-01T14:00:00.000Z,02:00 PM,null,null,null,null,true,SLB,San Luis Bay Line,Domestic,North America/Europe,Developer,Avila Beach,West / Midwest / Atl,San Luis Bay,DTH,Day Tour Hooked,null,null,null,null,null,null,null,UTM,Telemarketing OLD DO NOT USE,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,OBCC,Outbound-Cold Call,null,DRISLB,DRI,null,null,null,null,null,null,null,null,null,null,null,null,SBR,SLB-Scratcher & $50 Mall/Macy's Cer,null,null,null,null,null,null,null,null,null,null,null
472,DRI,DRI_T8008666,8008666,-1,2004-08-13,2004-08-13,5,Cancel,42,Inhouse Multi Media,1,Le Club Mougins Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,116,W-Le Club Mougins,International,North America/Europe,Developer,Europe,East,France Club Mougin,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI116,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
505,DRI,DRI_T8350768,8350768,-1,2011-03-14,2011-03-16,8,Reschedule In,42,Inhouse Multi Media,1,Premier English 9.30am,1970-01-01T09:30:00.000Z,09:30 AM,null,null,null,null,true,199,W-Kenmore Club,International,North America/Europe,Developer,Europe,East,Kenmore,null,null,17179,GVC Travel Citrus House,null,null,null,null,GVC Member ,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2011-03-14,1900-01-01,1008,GVC Telephone Reservations ,null,DRI199,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
332,DRI,DRI_T7539931,7539931,-1,2003-09-12,2003-09-12,3,No Show,1,Paid Line Tour,4,Flanesford Wave 4,1970-01-01T19:00:00.000Z,07:00 PM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,61,C-Flanesford Priory Country Estate,Domestic,Other,Developer,Other,Other,UNDEFINED,null,null,16699,Quay - Lancaster,null,null,null,null,null,14,Bought Lists (Re Qualified),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,7995,L02/NS/C03 Clar Couples for C3/0800,null,DRI61,DRI,null,null,null,null,null,null,null,null,null,null,null,null,618,Rippon 2 Flt Feria (Free Car and UK Break),OMK,Other Marketing,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
431,DRI,DRI_T7743524,7743524,-1,2003-09-11,2003-09-11,2,Show,43,Inhouse Non Multi Media,1,Unique Vacations Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,07:00 PM,1970-01-01T01:00:00.000Z,null,null,false,220,F-Unique Vacations,Domestic,Other,Developer,Other,Other,UNDEFINED,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1007,GVC Internet Reservations,null,DRI220,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 01:00:00,null,null,null,null,null,null,null
633,DRI,DRI_T7390917,7390917,-1,2003-07-25,2003-07-25,3,No Show,1,Paid Line Tour,4,Flanesford Wave 4,1970-01-01T19:00:00.000Z,07:00 PM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,61,C-Flanesford Priory Country Estate,Domestic,Other,Developer,Other,Other,UNDEFINED,null,null,16699,Quay - Lancaster,null,null,null,null,null,14,Bought Lists (Re Qualified),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,7995,L02/NS/C03 Clar Couples for C3/0800,null,DRI61,DRI,null,null,null,null,null,null,null,null,null,null,null,null,618,Rippon 2 Flt Feria (Free Car and UK Break),OMK,Other Marketing,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
167,DRI,DRI_T83874401,83874401,-1,2016-09-30,2016-10-01,2,Show,LIN,Regular Line,BAO,09:00 AM - OPC,1970-01-01T09:00:00.000Z,09:00 AM,09:00 AM,1970-01-01T02:00:00.000Z,12699,Day Trip,true,WHR,Whistler Regular Line,International,North America/Europe,Developer,Canada,West / Midwest / Atl,Whistler,OPCAB,HOOKED OPC ACTIVITIES BOOTH,10064,RMI,OPC,16220,OPC - DRI,OnSite Marketing,OPC Leads,OPC,OPC,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2016-09-30,1900-01-01,WSROP,Whistler Olympic Plaza,null,DRIWHR,DRI,null,null,null,null,NON,None,null,null,null,null,null,null,NON,None,null,null,null,1970-01-01 02:00:00,null,null,null,null,null,null,null
395,DRI,DRI_T7371985,7371985,-1,2003-12-23,2003-12-23,2,Show,42,Inhouse Multi Media,1,Le Club Mougins Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,10:00 AM,1970-01-01T03:00:00.000Z,null,null,true,116,W-Le Club Mougins,International,North America/Europe,Developer,Europe,East,France Club Mougin,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI116,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 03:00:00,null,null,null,null,null,null,null
321,DRI,DRI_T8069219,8069219,-1,2004-08-12,2004-08-12,2,Show,43,Inhouse Non Multi Media,1,Broome Park Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,10:00 AM,1970-01-01T04:35:00.000Z,null,null,true,174,W-Broome Park Golf and Country Club,Domestic,Other,Developer,Other,Other,UNDEFINED,null,null,16717,Holiday Promotions (L.B. Breaks),null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,215,Low Point Owner Listing,null,DRI174,DRI,null,null,null,null,null,null,null,null,null,null,null,null,65,Paid Mini Vac,MIN,Minivac,null,1970-01-01 04:35:00,null,null,null,null,null,null,null
